2025-04-18T16:12:40.445 - INFO: 程序启动，开始系谱分析...
2025-04-18T16:12:40.451 - INFO: 尝试连接数据库: jdbc:mysql://localhost:3306/cow?useSSL=false&serverTimezone=UTC
2025-04-18T16:12:40.593 - INFO: 数据库连接成功。执行查询: SELECT `standard_id`, `sire_id`, `dam_id` FROM `cattle_info`
2025-04-18T16:12:40.630 - INFO: 成功从数据库表 cattle_info 加载了 4170 条有效记录。
2025-04-18T16:12:40.635 - INFO: 数据库资源已关闭。
2025-04-18T16:12:40.635 - INFO: 成功从数据库加载 4170 条个体记录。
2025-04-18T16:12:40.642 - INFO: 
开始计算近交系数:
2025-04-18T16:12:40.642 - INFO: 个体 ID: HOCHNF37XC0120231933, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240542, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220439, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220438, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220435, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221767, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220436, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221766, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221765, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220434, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220431, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221763, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221761, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220430, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221760, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212817, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212816, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240554, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240555, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212807, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240557, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240558, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240559, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240550, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240551, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240553, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220448, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220449, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221779, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220447, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221777, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220444, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220445, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221775, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220442, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212821, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220443, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221773, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221772, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220441, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221771, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221770, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212825, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240565, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212819, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240566, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240567, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240568, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01XR233663, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240569, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240560, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240561, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240562, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240563, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240564, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220417, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220418, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221748, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221747, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220416, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220413, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221745, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221744, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220411, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221743, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220412, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221742, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221741, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01XR830106, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221740, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01XR830107, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240576, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240577, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240578, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240579, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01XR830104, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240570, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240571, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240572, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240573, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240574, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240575, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220409, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221739, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220429, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221759, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220427, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221757, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221755, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220422, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221753, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212800, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220421, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221751, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221750, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01XR233649, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212804, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212806, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212805, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240587, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240588, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240589, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240580, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240581, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240582, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240583, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240584, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240585, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240586, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221727, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221726, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221725, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221723, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221721, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221720, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240598, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240599, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240590, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240591, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240592, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240593, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240594, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240595, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240596, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221718, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120223134, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120240597, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221738, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221737, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221735, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221733, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220400, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221732, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221731, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221730, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01230674, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01230676, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221729, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01221728, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01211585, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233396, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233399, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233392, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233394, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233395, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233390, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233391, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01211593, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01211595, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01211594, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233389, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01222245, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233385, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233386, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233387, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233388, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233381, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233382, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233384, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233380, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01211591, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120221391, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212890, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212895, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212894, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01222217, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233378, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233379, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212898, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233375, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233376, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233377, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233370, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233371, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233372, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233373, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01211571, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01211572, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233367, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233368, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233369, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233363, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233364, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233365, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233366, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233360, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233361, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233362, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120221389, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120220058, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01211540, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212871, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212875, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212874, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233356, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212877, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220497, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233357, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212879, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220495, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233359, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233353, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233354, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220491, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233355, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220492, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220490, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233350, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01211551, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212882, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233349, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01222207, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01211552, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212883, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212886, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01211554, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212885, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212888, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01222203, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233346, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01211556, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212887, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233347, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01222201, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233348, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01211558, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212889, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233341, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233343, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233344, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233340, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220477, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212852, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220478, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233334, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212855, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233335, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220476, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233336, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233337, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220474, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233330, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212859, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01220471, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC0120233331, 近交系数 (F): 0.000000
2025-04-18T16:12:40.676 - INFO: 个体 ID: HOCHNF37XC01212858, 近交系数 (F): 0.000000
